0.96408,0.032118,0.0073314,0.046766,0.23728,0,0,0,0,0,0,0,0,0.050636,0,0,0,0.091715
0.0088031,0.0086072,0.010854,0.022813,0,0.023263,0.023054,0.011282,0.09528,0.21497,0.25664,0.53366,0.62723,0.39892,0.1481,0.066982,0.05817,0.098527
0.067173,0.14482,0.020553,0.032451,0.42095,0.22667,0.26428,0.15862,0.088671,0.166,0.04238,0.072104,0.10306,0.64782,0.31272,0.2077,0.18926,0
0.0093393,0.010068,0.040787,0.018696,0.068272,0.23399,0.13141,0,0,0.010279,0.023309,0.0099076,0.14564,0.87809,0.35762,0.015225,0,0
0,0.024013,0.025904,0.77697,0.3341,0.11906,0.12108,0.079257,0,0.050338,0.088374,0.09951,0,0.47694,0,0.024776,0,0
0.039957,0.011414,0.0028328,0.0020815,0.17886,0.33125,0.10855,0.11732,0.89397,0.17836,0,0,0,0,0,0,0,0.0019215
0,0,0.009781,0.042937,0.32343,0.33127,0.12684,0.29708,0.8154,0.10038,0.016711,0.031674,0,0.0059692,0.0084229,0,0,0.054992
0,0,0.022376,0.0094274,0.33596,0.59027,0.24422,0.12205,0.64236,0.084348,0.080811,0.096515,0.0927,0.13928,0.0025936,0,0,0
0.023744,0,0,0.00079735,0.94627,0.1851,0.12298,0.095092,0.20206,0.0015743,0.0011063,0.0036158,0,0.067746,0.0090376,0,0,0.0087116
0.030956,0.0027776,0.049931,0.47714,0.81582,0.14505,0.036839,0.063986,0.18477,0,0,0,0.00092651,0.015168,0.031083,0.13903,0.032247,0.14531
0.1865,0.42719,0.38967,0.12054,0.49437,0.038722,0,0,0.013135,0.0023306,0.0035044,0.0056507,0.012896,0.047779,0,0.067398,0.032765,0.60181
0.43093,0.32794,0.13865,0.43451,0.28314,0.0093421,0,0,0,0,0,0,0,0.026216,0.002404,0,0.011563,0.64626
0.48927,0.05016,0.035952,0.063288,0.24657,0.0075016,0,0,0,0,0,0,0,0.011108,0.005344,0,0.0079725,0.8317
0.21116,0.039614,0.10753,0.31771,0.5617,0.013601,0,0,0,0,0,0,0,0,0,0.0032665,0.22768,0.68833
0.23987,0.016316,0.043888,0.03801,0.018018,0.012594,0,0,0,0.0081485,0.0080879,0.0061392,0.0076069,0.012376,0.022599,0.18551,0.58649,0.74771
0.049042,0.055528,0.093132,0.10407,0.29091,0.1842,0.15428,0.15996,0.1368,0.35013,0.36995,0.37002,0.31545,0.32738,0.28239,0.22315,0.20613,0.11517
0.5905,0.021967,0.095646,0.77535,0.14064,0.047007,0.067107,0.10549,0,0,0,0,0,0.044113,0.029221,0,0,0.0093928
0,0.0046019,0.014509,0.10841,0.29574,0.099224,0.24715,0.47797,0.53737,0.43468,0.17404,0.10924,0.23651,0.12623,0.013293,0.067845,0.06365,0.022782
0,0,0,0.081172,0.99644,0,0,0,0.022811,0,0,0,0,0,0,0,0,0
0.017285,0.048812,0.088061,0.30487,0.32232,0.17664,0.12449,0.18862,0.33974,0.52252,0.34741,0.33473,0.2161,0.15889,0.11423,0.055048,0.034377,0.0073009
0.025165,0.037842,0.2059,0.34817,0.70059,0.33952,0.086279,0.08282,0,0.054251,0.11186,0.090067,0.12234,0.34868,0.21041,0.067598,0.061313,0.034604
0.79898,0,0,0,0,0,0,0,0,0,0,0,0.048912,0.27435,0,0,0,0.53289
0.058184,0,0,0,0.019516,0.021955,0.095961,0.17758,0.49895,0.49858,0.38638,0.17525,0.19032,0.47459,0.047043,0.012722,0.023808,0.1143
0.29086,0,0,0,0.070964,0,0,0.075901,0.056463,0.28768,0,0,0,0.19786,0.1507,0,0,0.86994
0,0,0,0,0.065992,0,0,0,0,0,0,0.13345,0.06585,0.98666,0,0,0,0
